checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,37,6,0.8080723881721497,0.7134487628936768,"{0: 24, 1: 3, 5: 2, 2: 2, 4: 4, 3: 2}",14.88
13000,20,3,0.7498223781585693,0.6757950186729431,"{0: 13, 2: 4, 1: 3}",12.16
23000,30,2,0.7215782403945923,0.7083911895751953,"{0: 28, 1: 2}",12.26
33000,35,5,0.7652855515480042,0.6954410076141357,"{2: 1, 0: 21, 1: 10, 3: 2, 4: 1}",12.57
43000,22,3,0.7829571962356567,0.6470082402229309,"{0: 9, 1: 11, 2: 2}",12.57
53000,14,3,0.7426314353942871,0.6116185784339905,"{1: 4, 0: 8, 2: 2}",12.79
63000,11,2,0.7087095975875854,0.5726528763771057,"{1: 7, 0: 4}",12.59
73000,9,2,0.7255131602287292,0.6617099046707153,"{1: 2, 0: 7}",12.78
83000,9,1,0.737337052822113,0.737337052822113,{0: 9},12.57
93000,5,1,0.681834876537323,0.681834876537323,{0: 5},12.67
103000,3,2,0.644348680973053,0.31152766942977905,"{1: 1, 0: 2}",12.66
113000,2,1,0.3155888319015503,0.3155888319015503,{0: 2},12.73
123000,2,1,0.28001630306243896,0.28001630306243896,{0: 2},12.78
133000,1,1,nan,nan,{0: 1},12.59
143000,1,1,nan,nan,{0: 1},12.76
