checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,15,3,0.5889216065406799,0.4966506361961365,"{0: 13, 1: 1, 2: 1}",14.85
13000,7,5,0.9155351519584656,0.7649319171905518,"{1: 2, 4: 1, 2: 1, 3: 1, 0: 2}",12.38
23000,7,4,0.8389849066734314,0.7248458862304688,"{0: 3, 1: 2, 3: 1, 2: 1}",12.93
33000,26,7,0.5912462472915649,0.1603323221206665,"{0: 2, 2: 16, 6: 2, 1: 3, 4: 1, 3: 1, 5: 1}",13.06
43000,29,6,0.6065263748168945,0.3093269169330597,"{2: 2, 5: 1, 1: 20, 3: 1, 0: 4, 4: 1}",13.06
53000,16,4,0.7970867156982422,0.5108144879341125,"{0: 3, 2: 7, 3: 3, 1: 3}",13.09
63000,24,5,0.6036768555641174,0.22285553812980652,"{4: 1, 2: 5, 1: 15, 3: 1, 0: 2}",13.00
73000,25,5,0.5401613116264343,0.17672483623027802,"{2: 2, 1: 4, 0: 17, 3: 1, 4: 1}",13.14
83000,21,3,0.556918203830719,0.27580827474594116,"{0: 5, 1: 15, 2: 1}",13.03
93000,26,6,0.5811402201652527,0.19785712659358978,"{4: 1, 0: 5, 2: 17, 3: 1, 1: 1, 5: 1}",13.13
103000,20,5,0.7037778496742249,0.3772439956665039,"{1: 2, 2: 4, 0: 12, 4: 1, 3: 1}",13.05
113000,14,3,0.5945039391517639,0.318871408700943,"{1: 3, 0: 10, 2: 1}",13.02
123000,9,3,0.7467317581176758,0.4816279709339142,"{0: 3, 1: 5, 2: 1}",13.10
133000,12,3,0.6529529690742493,0.3792857527732849,"{1: 3, 0: 8, 2: 1}",13.11
143000,10,4,0.7672135829925537,0.4781976044178009,"{2: 1, 0: 3, 1: 5, 3: 1}",13.09
