checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,51,9,0.8308240175247192,0.5226374268531799,"{3: 8, 2: 10, 6: 15, 4: 3, 0: 8, 8: 1, 1: 2, 5: 3, 7: 1}",14.94
13000,25,5,0.7949015498161316,0.6619536280632019,"{4: 5, 1: 13, 3: 2, 0: 4, 2: 1}",13.09
23000,17,5,0.7759294509887695,0.6274355053901672,"{0: 10, 4: 1, 2: 2, 1: 2, 3: 2}",13.35
33000,31,6,0.8239362835884094,0.6254575848579407,"{1: 10, 0: 6, 4: 8, 3: 5, 5: 1, 2: 1}",13.39
43000,26,9,0.8626450896263123,0.5817562937736511,"{0: 5, 6: 2, 5: 2, 4: 6, 2: 4, 8: 1, 1: 3, 3: 2, 7: 1}",13.40
53000,14,5,0.7883970737457275,0.5870978236198425,"{0: 7, 1: 4, 3: 1, 2: 1, 4: 1}",13.42
63000,6,3,0.8235849738121033,0.6291848421096802,"{0: 3, 2: 1, 1: 2}",13.52
73000,11,4,0.804654598236084,0.6743574738502502,"{0: 7, 1: 2, 2: 1, 3: 1}",13.56
83000,4,3,0.8547325730323792,0.7132222056388855,"{0: 2, 1: 1, 2: 1}",13.53
93000,3,2,0.7643198370933533,0.3998190760612488,"{0: 2, 1: 1}",13.60
103000,1,1,nan,nan,{0: 1},13.43
113000,1,1,nan,nan,{0: 1},13.54
123000,1,1,nan,nan,{0: 1},13.46
133000,1,1,nan,nan,{0: 1},13.48
