checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,58,1,0.6979890465736389,0.6979890465736389,{0: 58},14.90
13000,100,2,0.6222498416900635,0.6145299673080444,"{0: 98, 1: 2}",7.56
23000,100,1,0.6315253973007202,0.6315253973007202,{0: 100},6.18
33000,100,2,0.6370702385902405,0.633232831954956,"{0: 99, 1: 1}",7.25
43000,100,1,0.6299947500228882,0.6299947500228882,{0: 100},7.77
53000,100,2,0.593663215637207,0.5881446599960327,"{0: 99, 1: 1}",7.32
63000,100,1,0.5979210734367371,0.5979210734367371,{0: 100},8.09
73000,100,1,0.5903375744819641,0.5903375744819641,{0: 100},8.16
83000,98,1,0.5936358571052551,0.5936358571052551,{0: 98},12.42
93000,84,1,0.5822688341140747,0.5822688341140747,{0: 84},12.42
103000,96,1,0.5651936531066895,0.5651936531066895,{0: 96},12.48
113000,68,1,0.5449268221855164,0.5449268221855164,{0: 68},12.43
123000,65,1,0.5473461151123047,0.5473461151123047,{0: 65},12.50
133000,68,1,0.5578115582466125,0.5578115582466125,{0: 68},12.41
143000,59,1,0.5580415725708008,0.5580415725708008,{0: 59},12.72
