checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,35,9,0.8201169967651367,0.6836591958999634,"{0: 20, 2: 4, 4: 3, 7: 1, 8: 1, 1: 3, 6: 1, 3: 1, 5: 1}",14.97
13000,47,13,0.8445913791656494,0.5846178531646729,"{1: 8, 9: 1, 0: 4, 5: 2, 3: 18, 8: 1, 2: 3, 12: 1, 6: 1, 7: 1, 11: 1, 4: 5, 10: 1}",12.35
23000,42,11,0.8659399151802063,0.5412724614143372,"{2: 9, 5: 2, 6: 4, 0: 3, 1: 11, 10: 1, 8: 1, 7: 2, 9: 1, 3: 7, 4: 1}",12.94
33000,49,12,0.8456636667251587,0.5473817586898804,"{5: 6, 3: 2, 8: 6, 11: 15, 6: 3, 4: 2, 7: 1, 2: 6, 10: 1, 9: 1, 1: 3, 0: 3}",13.02
43000,56,13,0.8708381056785583,0.5839676856994629,"{4: 4, 8: 5, 5: 4, 11: 6, 2: 2, 0: 17, 1: 2, 3: 7, 7: 1, 9: 5, 6: 1, 10: 1, 12: 1}",13.09
53000,50,11,0.8368879556655884,0.6121072173118591,"{3: 4, 6: 2, 7: 3, 2: 7, 0: 22, 5: 2, 8: 2, 10: 1, 9: 1, 4: 4, 1: 2}",13.07
63000,29,8,0.8392942547798157,0.5504412651062012,"{0: 4, 2: 3, 3: 11, 7: 4, 1: 2, 5: 1, 4: 3, 6: 1}",13.47
73000,16,4,0.7614676356315613,0.5937895774841309,"{1: 4, 0: 10, 2: 1, 3: 1}",12.98
83000,12,4,0.7622565031051636,0.5384947061538696,"{1: 2, 2: 7, 3: 1, 0: 2}",12.99
93000,11,3,0.751857578754425,0.5806062817573547,"{0: 7, 2: 1, 1: 3}",13.09
103000,8,3,0.7390934228897095,0.4816083014011383,"{1: 5, 2: 1, 0: 2}",13.01
113000,8,3,0.7420725226402283,0.485880583524704,"{0: 5, 2: 1, 1: 2}",13.15
123000,5,2,0.6393109560012817,0.3856659233570099,"{0: 2, 1: 3}",13.04
133000,5,2,0.6459115743637085,0.5179899334907532,"{0: 4, 1: 1}",13.10
143000,3,2,0.7707571387290955,0.6969661712646484,"{0: 2, 1: 1}",13.05
