checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,33,11,0.862631618976593,0.6647846698760986,"{7: 2, 3: 11, 4: 4, 8: 1, 6: 1, 2: 3, 5: 2, 9: 2, 1: 3, 10: 2, 0: 2}",14.66
13000,70,13,0.8488318920135498,0.6588014364242554,"{0: 24, 3: 3, 2: 7, 1: 14, 11: 1, 8: 2, 7: 2, 12: 1, 6: 1, 9: 7, 5: 3, 4: 3, 10: 2}",13.06
23000,38,8,0.799616813659668,0.5887471437454224,"{5: 18, 2: 3, 1: 8, 0: 2, 7: 1, 3: 1, 6: 4, 4: 1}",13.25
33000,27,7,0.8023330569267273,0.6307367086410522,"{0: 7, 6: 1, 1: 13, 5: 1, 4: 2, 2: 1, 3: 2}",13.33
43000,34,7,0.749678373336792,0.5658156871795654,"{4: 2, 2: 9, 0: 18, 5: 1, 3: 1, 6: 1, 1: 2}",13.30
53000,22,5,0.7582010626792908,0.6369932889938354,"{0: 15, 4: 1, 2: 2, 1: 3, 3: 1}",13.40
63000,15,4,0.7295173406600952,0.5967804789543152,"{2: 11, 0: 2, 3: 1, 1: 1}",13.39
73000,11,1,0.5505557656288147,0.5505557656288147,{0: 11},13.30
83000,7,2,0.6653980016708374,0.5656297206878662,"{0: 6, 1: 1}",13.33
93000,7,2,0.5897353291511536,0.4487968981266022,"{0: 6, 1: 1}",13.36
103000,4,3,0.8636366724967957,0.6361063718795776,"{2: 1, 0: 2, 1: 1}",13.33
113000,3,1,0.5688520073890686,0.5688520073890686,{0: 3},13.32
123000,2,1,0.27437102794647217,0.27437102794647217,{0: 2},13.37
133000,2,1,0.28009605407714844,0.28009605407714844,{0: 2},13.33
143000,1,1,nan,nan,{0: 1},13.39
