checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,11,0.7497348189353943,0.5642619729042053,"{0: 3, 2: 63, 1: 2, 9: 1, 3: 12, 10: 3, 6: 2, 4: 4, 5: 3, 8: 2, 7: 5}",10.52
13000,100,11,0.8079023361206055,0.5870786905288696,"{3: 6, 10: 38, 4: 2, 6: 5, 0: 7, 1: 12, 9: 3, 7: 1, 2: 19, 5: 4, 8: 3}",10.83
23000,75,8,0.766700804233551,0.5446447730064392,"{3: 30, 5: 13, 7: 1, 1: 5, 0: 20, 4: 3, 6: 1, 2: 2}",13.70
33000,78,10,0.7677140831947327,0.5038191676139832,"{1: 21, 2: 14, 9: 1, 7: 9, 0: 25, 3: 2, 5: 1, 8: 1, 4: 3, 6: 1}",13.26
43000,52,8,0.774206280708313,0.6460023522377014,"{5: 3, 2: 10, 0: 32, 7: 1, 4: 1, 6: 1, 1: 2, 3: 2}",13.33
53000,31,8,0.7991313338279724,0.6071844100952148,"{1: 3, 4: 12, 0: 5, 6: 3, 2: 2, 7: 1, 5: 4, 3: 1}",13.27
63000,25,5,0.724064290523529,0.5612162947654724,"{0: 5, 1: 16, 3: 1, 4: 1, 2: 2}",13.21
73000,13,3,0.7707350850105286,0.5988070368766785,"{1: 4, 0: 5, 2: 4}",13.20
83000,9,2,0.739863395690918,0.6397293210029602,"{1: 3, 0: 6}",13.33
93000,4,3,0.7211073040962219,0.21689051389694214,"{0: 2, 2: 1, 1: 1}",13.26
103000,4,2,0.720067024230957,0.6029022336006165,"{0: 3, 1: 1}",13.25
113000,3,2,0.6424871683120728,0.23186320066452026,"{0: 2, 1: 1}",13.26
123000,2,1,0.2181079387664795,0.2181079387664795,{0: 2},13.26
