checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,82,8,0.7532519102096558,0.5475373268127441,"{0: 30, 2: 39, 4: 4, 1: 3, 7: 2, 5: 1, 6: 1, 3: 2}",15.17
13000,100,9,0.8141714930534363,0.6114193797111511,"{4: 31, 1: 29, 8: 2, 0: 17, 7: 1, 3: 10, 2: 7, 5: 2, 6: 1}",7.33
23000,100,5,0.7392701506614685,0.6721322536468506,"{0: 79, 4: 16, 1: 3, 3: 1, 2: 1}",7.01
33000,100,4,0.7244737148284912,0.7003356218338013,"{0: 92, 1: 6, 3: 1, 2: 1}",7.08
43000,100,3,0.7293253540992737,0.7206035852432251,"{0: 97, 2: 1, 1: 2}",6.75
53000,100,3,0.7039987444877625,0.6929166913032532,"{0: 97, 2: 1, 1: 2}",6.56
63000,100,6,0.7238144874572754,0.6847298741340637,"{1: 5, 0: 2, 2: 87, 4: 1, 3: 4, 5: 1}",7.11
73000,100,5,0.6841927170753479,0.6665269732475281,"{0: 94, 1: 2, 3: 1, 2: 2, 4: 1}",7.12
83000,100,4,0.6974398493766785,0.6818984746932983,"{1: 2, 0: 95, 3: 2, 2: 1}",9.68
93000,100,2,0.6852977871894836,0.6822096705436707,"{0: 99, 1: 1}",9.79
103000,100,3,0.6852551102638245,0.6751883029937744,"{2: 3, 0: 96, 1: 1}",9.79
113000,100,3,0.6773460507392883,0.6682987809181213,"{0: 97, 1: 1, 2: 2}",10.11
123000,100,2,0.6679511666297913,0.6617858409881592,"{0: 98, 1: 2}",9.98
133000,100,3,0.6757037043571472,0.6693750619888306,"{0: 98, 1: 1, 2: 1}",10.03
143000,100,3,0.6710278391838074,0.6644788980484009,"{0: 98, 1: 1, 2: 1}",10.12
