checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,11,0.8093774318695068,0.4447269141674042,"{0: 9, 1: 27, 4: 4, 2: 7, 9: 30, 10: 8, 6: 3, 3: 5, 5: 5, 8: 1, 7: 1}",12.46
13000,100,15,0.8166141510009766,0.5570585131645203,"{4: 10, 11: 2, 1: 33, 8: 13, 0: 8, 5: 3, 6: 3, 13: 1, 10: 11, 3: 3, 12: 4, 2: 6, 7: 1, 14: 1, 9: 1}",7.89
23000,100,15,0.8187185525894165,0.6052770018577576,"{2: 8, 9: 9, 3: 2, 11: 1, 14: 1, 7: 3, 1: 6, 5: 5, 0: 46, 4: 6, 12: 3, 6: 4, 10: 4, 13: 1, 8: 1}",5.96
33000,100,15,0.8254102468490601,0.4854575991630554,"{8: 9, 1: 11, 7: 2, 12: 7, 14: 8, 0: 29, 2: 11, 9: 5, 5: 4, 13: 2, 3: 2, 11: 1, 4: 2, 6: 6, 10: 1}",7.25
43000,100,17,0.8486689925193787,0.5941466689109802,"{3: 19, 8: 3, 7: 7, 11: 2, 14: 3, 4: 7, 0: 14, 10: 4, 9: 9, 13: 3, 1: 8, 5: 6, 6: 4, 12: 6, 16: 2, 2: 2, 15: 1}",8.72
53000,100,17,0.8472858667373657,0.6403521299362183,"{2: 21, 10: 3, 6: 3, 5: 11, 11: 2, 14: 10, 12: 4, 1: 10, 0: 8, 7: 9, 13: 4, 9: 3, 3: 3, 15: 1, 16: 5, 4: 2, 8: 1}",7.80
63000,100,17,0.8312569856643677,0.6374140381813049,"{0: 21, 13: 3, 10: 1, 16: 6, 4: 4, 1: 17, 12: 2, 2: 18, 11: 1, 3: 4, 8: 2, 5: 3, 7: 3, 6: 5, 14: 6, 9: 3, 15: 1}",8.73
73000,100,13,0.8130202889442444,0.6807451248168945,"{1: 32, 3: 2, 10: 3, 4: 11, 5: 13, 2: 14, 0: 12, 6: 2, 9: 3, 8: 4, 12: 2, 7: 1, 11: 1}",9.42
83000,100,10,0.7894926071166992,0.718705415725708,"{2: 57, 7: 1, 4: 3, 6: 18, 3: 4, 0: 8, 9: 2, 5: 1, 8: 1, 1: 5}",8.68
93000,100,10,0.7920659780502319,0.6403025388717651,"{1: 18, 7: 1, 0: 24, 3: 5, 2: 33, 4: 11, 6: 5, 9: 1, 8: 1, 5: 1}",13.52
103000,100,8,0.7879483103752136,0.6712231636047363,"{7: 3, 2: 19, 4: 2, 1: 31, 0: 35, 6: 2, 3: 5, 5: 3}",13.15
113000,95,6,0.7767740488052368,0.6562967896461487,"{2: 40, 0: 5, 5: 24, 1: 7, 4: 18, 3: 1}",13.24
123000,86,7,0.7715016007423401,0.6389678120613098,"{5: 11, 1: 3, 0: 38, 2: 8, 6: 22, 3: 1, 4: 3}",13.29
133000,94,7,0.7759832143783569,0.5895791053771973,"{4: 16, 1: 4, 2: 26, 6: 24, 0: 22, 5: 1, 3: 1}",13.23
143000,85,8,0.7668364644050598,0.5939421653747559,"{0: 31, 2: 24, 5: 17, 1: 3, 7: 1, 4: 1, 3: 4, 6: 4}",13.27
