checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,49,8,0.7939879894256592,0.4718819856643677,"{5: 25, 0: 8, 2: 2, 4: 6, 6: 1, 7: 1, 3: 1, 1: 5}",15.17
13000,59,7,0.8275005221366882,0.6842047572135925,"{6: 14, 3: 17, 0: 16, 2: 3, 5: 5, 1: 2, 4: 2}",13.20
23000,15,5,0.8229805827140808,0.6720436811447144,"{1: 3, 0: 6, 2: 2, 4: 2, 3: 2}",13.39
33000,7,2,0.7878761291503906,0.6292521953582764,"{0: 4, 1: 3}",13.37
43000,12,6,0.7460889220237732,0.18182414770126343,"{0: 2, 3: 1, 4: 1, 5: 1, 2: 2, 1: 5}",13.45
53000,6,3,0.8118841648101807,0.6674697399139404,"{2: 3, 1: 1, 0: 2}",13.47
63000,8,3,0.7884320616722107,0.606224000453949,"{2: 2, 1: 3, 0: 3}",13.49
73000,8,3,0.8025866746902466,0.7073071599006653,"{0: 5, 1: 2, 2: 1}",13.61
83000,7,3,0.8109979033470154,0.6846035718917847,"{2: 3, 1: 2, 0: 2}",13.77
93000,5,3,0.7463617920875549,0.5326356887817383,"{0: 3, 1: 1, 2: 1}",13.53
