checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,12,0.8036878705024719,0.6417244672775269,"{2: 5, 11: 2, 0: 40, 3: 22, 4: 2, 5: 14, 7: 4, 1: 7, 6: 1, 8: 1, 9: 1, 10: 1}",8.92
13000,100,5,0.7386136054992676,0.7119903564453125,"{0: 91, 2: 1, 4: 2, 3: 2, 1: 4}",6.07
23000,100,6,0.7319188714027405,0.7014610767364502,"{0: 88, 4: 5, 3: 1, 5: 2, 2: 2, 1: 2}",6.51
33000,100,6,0.757086992263794,0.7088625431060791,"{4: 3, 1: 78, 0: 12, 2: 3, 5: 3, 3: 1}",6.73
43000,100,3,0.7474735379219055,0.6945834159851074,"{2: 67, 1: 3, 0: 30}",7.38
53000,100,5,0.7507115006446838,0.7161977291107178,"{0: 78, 2: 3, 1: 16, 4: 2, 3: 1}",7.50
63000,100,3,0.743728518486023,0.7181798219680786,"{0: 87, 2: 8, 1: 5}",7.85
73000,100,4,0.7413800358772278,0.709635853767395,"{2: 83, 0: 14, 3: 1, 1: 2}",7.89
83000,100,2,0.7287271022796631,0.7238195538520813,"{0: 98, 1: 2}",7.84
93000,100,1,0.7281519174575806,0.7281519174575806,{0: 100},8.80
103000,100,2,0.7170560359954834,0.7145329117774963,"{0: 99, 1: 1}",9.38
113000,100,2,0.7095471024513245,0.7075733542442322,"{1: 1, 0: 99}",10.82
123000,100,2,0.712792158126831,0.7059614658355713,"{0: 3, 1: 97}",11.26
133000,100,3,0.7076445817947388,0.7000588178634644,"{0: 97, 2: 2, 1: 1}",12.42
143000,100,2,0.7139067649841309,0.7072371244430542,"{0: 3, 1: 97}",11.15
