checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,5,0.6963618397712708,0.5927463173866272,"{0: 80, 1: 11, 3: 6, 2: 2, 4: 1}",14.10
13000,55,11,0.8121030330657959,0.3333655297756195,"{10: 4, 0: 8, 3: 18, 1: 11, 7: 1, 8: 1, 4: 7, 6: 1, 5: 1, 2: 2, 9: 1}",12.61
23000,33,11,0.8603372573852539,0.37026742100715637,"{3: 4, 6: 4, 7: 3, 0: 3, 5: 7, 1: 3, 4: 3, 2: 2, 10: 1, 8: 2, 9: 1}",13.06
33000,23,7,0.7955502271652222,0.5489305853843689,"{0: 9, 2: 7, 5: 1, 3: 1, 1: 3, 6: 1, 4: 1}",12.94
43000,22,9,0.8344336152076721,0.4080065190792084,"{4: 6, 5: 1, 3: 2, 8: 1, 2: 3, 6: 3, 1: 3, 0: 2, 7: 1}",12.92
53000,12,7,0.8569847941398621,0.7326745390892029,"{0: 2, 6: 1, 3: 2, 4: 1, 2: 2, 1: 3, 5: 1}",13.03
63000,9,7,0.8650537133216858,0.4203829765319824,"{3: 1, 4: 1, 6: 1, 0: 2, 5: 1, 1: 2, 2: 1}",12.98
73000,12,9,0.8617641925811768,0.39395567774772644,"{2: 2, 6: 1, 8: 1, 1: 2, 4: 1, 0: 2, 5: 1, 7: 1, 3: 1}",13.01
83000,5,5,0.9182341694831848,nan,"{4: 1, 3: 1, 1: 1, 2: 1, 0: 1}",12.99
93000,8,8,0.8849868774414062,nan,"{6: 1, 5: 1, 7: 1, 3: 1, 4: 1, 1: 1, 2: 1, 0: 1}",13.05
103000,5,5,0.8955534100532532,nan,"{4: 1, 3: 1, 2: 1, 1: 1, 0: 1}",13.06
113000,4,4,0.9102285504341125,nan,"{3: 1, 1: 1, 2: 1, 0: 1}",13.04
123000,2,2,0.861138641834259,nan,"{1: 1, 0: 1}",13.24
133000,3,3,0.9445000290870667,nan,"{1: 1, 2: 1, 0: 1}",13.09
143000,2,2,0.8652456998825073,nan,"{1: 1, 0: 1}",13.05
