checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,3,2,0.6152511239051819,0.10389602184295654,"{0: 2, 1: 1}",14.79
13000,100,2,0.16754025220870972,0.15174120664596558,"{0: 99, 1: 1}",2.66
23000,100,1,0.014169798232614994,0.014169798232614994,{0: 100},2.55
33000,100,1,0.014905708841979504,0.014905708841979504,{0: 100},2.48
43000,100,1,0.007029126863926649,0.007029126863926649,{0: 100},2.54
53000,100,1,0.012586754746735096,0.012586754746735096,{0: 100},2.50
63000,100,1,0.00473597040399909,0.00473597040399909,{0: 100},2.51
73000,100,1,0.005099375266581774,0.005099375266581774,{0: 100},2.44
83000,100,1,0.018977230414748192,0.018977230414748192,{0: 100},2.56
93000,100,1,0.004164230544120073,0.004164230544120073,{0: 100},2.60
103000,100,1,0.005033683963119984,0.005033683963119984,{0: 100},2.51
113000,100,1,0.005369759164750576,0.005369759164750576,{0: 100},2.47
123000,100,1,0.0051987310871481895,0.0051987310871481895,{0: 100},2.50
133000,100,1,0.005219775717705488,0.005219775717705488,{0: 100},2.50
143000,100,1,0.005170747637748718,0.005170747637748718,{0: 100},2.59
