checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,56,8,0.8044236302375793,0.561648428440094,"{7: 18, 5: 2, 0: 17, 3: 7, 2: 3, 1: 7, 4: 1, 6: 1}",14.75
13000,100,15,0.8570900559425354,0.6509063839912415,"{0: 26, 3: 4, 8: 21, 11: 2, 14: 1, 2: 5, 1: 3, 5: 14, 12: 3, 6: 3, 7: 2, 4: 9, 10: 4, 9: 1, 13: 2}",11.37
23000,100,13,0.8304780125617981,0.6813369393348694,"{2: 26, 11: 6, 6: 2, 0: 33, 5: 2, 3: 7, 7: 2, 9: 2, 12: 3, 8: 2, 4: 12, 1: 2, 10: 1}",9.59
33000,100,17,0.8540090322494507,0.6608270406723022,"{1: 10, 2: 13, 13: 24, 0: 23, 10: 1, 6: 2, 8: 2, 3: 6, 4: 3, 14: 3, 12: 1, 7: 2, 11: 1, 15: 1, 9: 1, 5: 6, 16: 1}",10.89
43000,100,14,0.8532110452651978,0.6450799703598022,"{6: 18, 0: 34, 4: 3, 12: 1, 7: 2, 2: 16, 11: 1, 13: 2, 9: 1, 10: 3, 5: 1, 1: 8, 3: 7, 8: 3}",10.88
53000,100,15,0.8441664576530457,0.6131181120872498,"{8: 3, 3: 35, 13: 2, 6: 2, 1: 5, 5: 16, 12: 6, 9: 4, 11: 2, 0: 3, 7: 4, 2: 2, 4: 9, 10: 6, 14: 1}",12.79
63000,71,13,0.8362355828285217,0.6250003576278687,"{4: 31, 3: 2, 2: 8, 5: 9, 1: 3, 9: 2, 12: 2, 0: 3, 11: 3, 10: 2, 7: 1, 6: 4, 8: 1}",13.49
73000,62,14,0.8278642296791077,0.6250143647193909,"{1: 30, 0: 4, 4: 2, 7: 3, 3: 6, 12: 2, 11: 1, 10: 1, 13: 1, 2: 5, 5: 3, 6: 2, 8: 1, 9: 1}",13.44
83000,57,14,0.8497636318206787,0.6045244336128235,"{6: 8, 4: 2, 13: 21, 2: 2, 0: 5, 1: 6, 5: 2, 7: 2, 9: 2, 10: 1, 11: 2, 3: 2, 8: 1, 12: 1}",13.50
93000,47,13,0.8229746222496033,0.5996230244636536,"{1: 4, 8: 2, 10: 2, 2: 3, 3: 23, 9: 2, 0: 2, 11: 1, 12: 1, 4: 3, 6: 1, 7: 2, 5: 1}",13.45
103000,60,10,0.8294830322265625,0.5802370309829712,"{4: 11, 1: 26, 8: 3, 9: 2, 0: 6, 5: 1, 6: 2, 2: 6, 7: 1, 3: 2}",13.46
113000,33,7,0.7376408576965332,0.5658424496650696,"{4: 2, 0: 22, 5: 1, 1: 3, 2: 3, 3: 1, 6: 1}",13.43
123000,41,8,0.7741485834121704,0.5486807227134705,"{6: 2, 3: 2, 0: 5, 2: 24, 7: 1, 5: 3, 1: 3, 4: 1}",13.47
133000,32,7,0.7789077162742615,0.5457876920700073,"{6: 1, 1: 3, 0: 5, 2: 18, 3: 1, 5: 3, 4: 1}",13.51
143000,32,6,0.7677198052406311,0.5527312755584717,"{5: 2, 1: 2, 0: 5, 2: 19, 4: 3, 3: 1}",13.47
