checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,69,6,0.8049569129943848,0.6414124965667725,"{0: 35, 3: 8, 1: 14, 2: 3, 4: 7, 5: 2}",14.98
13000,100,13,0.7903977036476135,0.6590250730514526,"{7: 2, 2: 54, 1: 2, 3: 27, 10: 2, 11: 1, 4: 3, 12: 1, 9: 2, 5: 1, 0: 3, 6: 1, 8: 1}",8.17
23000,100,6,0.7908700704574585,0.6909688115119934,"{5: 2, 0: 56, 1: 36, 3: 1, 4: 1, 2: 4}",9.66
33000,100,4,0.7756202816963196,0.6736888289451599,"{1: 50, 0: 46, 3: 3, 2: 1}",9.71
43000,100,3,0.7601234912872314,0.6667999029159546,"{0: 58, 2: 41, 1: 1}",9.43
53000,100,2,0.7554735541343689,0.6546268463134766,"{0: 49, 1: 51}",9.77
63000,100,3,0.7410381436347961,0.6328393816947937,"{2: 50, 0: 49, 1: 1}",11.07
73000,100,3,0.7444854974746704,0.646696150302887,"{2: 45, 0: 54, 1: 1}",10.60
83000,100,3,0.7491244673728943,0.6357957124710083,"{0: 54, 1: 45, 2: 1}",11.10
93000,85,3,0.7417331337928772,0.6299507021903992,"{2: 41, 0: 43, 1: 1}",13.16
103000,70,3,0.7347368001937866,0.6132067441940308,"{1: 31, 0: 38, 2: 1}",13.08
113000,60,2,0.7242166996002197,0.6058107018470764,"{1: 32, 0: 28}",13.35
123000,57,2,0.7290636301040649,0.6071516871452332,"{1: 31, 0: 26}",13.12
133000,53,2,0.7240185737609863,0.5992699861526489,"{1: 29, 0: 24}",13.14
143000,52,2,0.7178958654403687,0.6060851216316223,"{1: 31, 0: 21}",13.18
