checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,40,0.9333315491676331,0.20194928348064423,"{31: 2, 32: 1, 12: 3, 15: 2, 8: 2, 17: 5, 6: 4, 11: 3, 0: 2, 9: 2, 13: 3, 1: 7, 7: 7, 23: 1, 10: 7, 37: 1, 39: 1, 3: 2, 24: 1, 18: 4, 29: 1, 35: 1, 33: 1, 2: 3, 38: 1, 16: 4, 36: 1, 27: 5, 34: 1, 20: 1, 5: 4, 26: 1, 4: 2, 28: 2, 19: 1, 30: 2, 14: 2, 21: 2, 25: 2, 22: 3}",14.58
13000,91,21,0.7549756169319153,0.12270595133304596,"{0: 4, 12: 2, 5: 37, 19: 1, 1: 8, 20: 1, 3: 15, 2: 4, 6: 2, 14: 1, 18: 1, 4: 2, 9: 2, 13: 1, 7: 2, 15: 1, 8: 2, 17: 1, 10: 1, 11: 2, 16: 1}",12.75
23000,91,9,0.6884669065475464,0.3036404550075531,"{0: 37, 8: 39, 1: 4, 4: 1, 7: 2, 2: 2, 3: 4, 6: 1, 5: 1}",12.56
33000,84,7,0.6517291069030762,0.2660290002822876,"{0: 35, 6: 39, 2: 4, 3: 1, 5: 1, 1: 3, 4: 1}",12.51
43000,80,5,0.6218171715736389,0.2373926341533661,"{0: 34, 4: 40, 1: 3, 3: 2, 2: 1}",12.49
53000,82,4,0.6660473942756653,0.1941055804491043,"{2: 29, 0: 40, 1: 5, 3: 8}",12.55
63000,82,5,0.665315568447113,0.1909264326095581,"{2: 29, 0: 40, 1: 4, 4: 8, 3: 1}",12.75
73000,64,3,0.536054253578186,0.08324338495731354,"{2: 15, 0: 41, 1: 8}",12.49
83000,56,2,0.42411699891090393,0.08173952996730804,"{0: 17, 1: 39}",12.52
93000,55,3,0.39110732078552246,0.04354042559862137,"{0: 14, 1: 40, 2: 1}",12.50
103000,3,2,0.731278121471405,0.5028421878814697,"{0: 2, 1: 1}",12.53
113000,1,1,nan,nan,{0: 1},12.54
123000,1,1,nan,nan,{0: 1},12.54
