checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,12,5,0.661986768245697,0.022769808769226074,"{0: 3, 2: 1, 1: 6, 4: 1, 3: 1}",14.87
13000,49,13,0.8682343363761902,0.2994275689125061,"{4: 9, 6: 2, 5: 8, 7: 1, 11: 1, 0: 5, 9: 2, 10: 3, 2: 6, 1: 3, 3: 2, 12: 6, 8: 1}",12.51
23000,28,10,0.8504149317741394,0.2855173647403717,"{3: 5, 0: 3, 8: 3, 2: 3, 1: 6, 6: 2, 4: 2, 7: 2, 9: 1, 5: 1}",13.22
33000,23,8,0.8238961100578308,0.41321325302124023,"{1: 6, 7: 1, 2: 2, 4: 2, 5: 2, 0: 7, 3: 1, 6: 2}",13.01
43000,31,10,0.7959343194961548,0.2862488329410553,"{9: 1, 0: 3, 3: 9, 4: 7, 6: 2, 5: 1, 7: 1, 2: 2, 1: 4, 8: 1}",13.03
53000,18,8,0.8085315227508545,0.2865642309188843,"{5: 1, 7: 1, 6: 1, 2: 5, 0: 5, 4: 1, 1: 2, 3: 2}",12.98
63000,25,8,0.8381136059761047,0.4181191325187683,"{6: 1, 2: 3, 0: 4, 7: 1, 4: 7, 1: 5, 3: 3, 5: 1}",13.04
73000,22,7,0.7949179410934448,0.227624773979187,"{1: 2, 0: 7, 5: 1, 3: 1, 4: 6, 2: 3, 6: 2}",13.07
83000,24,7,0.7760842442512512,0.32632535696029663,"{1: 2, 0: 3, 3: 6, 2: 10, 4: 1, 6: 1, 5: 1}",13.07
93000,18,6,0.7821117043495178,0.20758149027824402,"{0: 2, 3: 6, 4: 1, 5: 1, 1: 5, 2: 3}",13.09
103000,14,5,0.7860007882118225,0.2721085250377655,"{0: 3, 3: 4, 2: 2, 4: 1, 1: 4}",13.10
113000,13,6,0.8360501527786255,0.3611689507961273,"{3: 1, 5: 1, 2: 3, 0: 2, 1: 3, 4: 3}",13.05
123000,11,5,0.8072949051856995,0.31298792362213135,"{4: 1, 3: 3, 2: 1, 0: 3, 1: 3}",13.26
133000,8,4,0.7763048410415649,0.26976606249809265,"{2: 1, 1: 3, 3: 1, 0: 3}",13.12
143000,8,4,0.8159971237182617,0.4053250253200531,"{3: 1, 1: 2, 0: 2, 2: 3}",13.21
