checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,28,0.8198709487915039,0.17459040880203247,"{18: 1, 11: 5, 0: 2, 6: 3, 26: 1, 2: 13, 19: 1, 20: 1, 14: 1, 7: 4, 17: 1, 25: 1, 27: 1, 3: 2, 21: 2, 23: 1, 1: 38, 24: 5, 13: 1, 4: 3, 15: 2, 8: 1, 5: 2, 12: 1, 16: 2, 9: 1, 22: 2, 10: 2}",9.24
13000,100,20,0.8431564569473267,0.47226184606552124,"{18: 5, 3: 33, 0: 14, 7: 4, 8: 5, 13: 3, 15: 1, 17: 1, 12: 3, 11: 1, 10: 4, 4: 3, 6: 8, 5: 2, 2: 2, 16: 1, 1: 6, 19: 1, 14: 1, 9: 2}",7.88
23000,100,16,0.8237542510032654,0.418075293302536,"{11: 2, 3: 7, 12: 36, 1: 2, 4: 3, 0: 10, 10: 6, 2: 6, 7: 3, 6: 2, 5: 14, 9: 1, 8: 4, 15: 2, 14: 1, 13: 1}",8.87
33000,100,14,0.8067546486854553,0.524757444858551,"{0: 47, 4: 12, 7: 7, 2: 8, 1: 2, 8: 1, 13: 2, 6: 2, 5: 2, 3: 13, 10: 1, 9: 1, 11: 1, 12: 1}",9.26
43000,69,11,0.6990302801132202,0.5362483263015747,"{4: 2, 1: 49, 6: 1, 3: 2, 0: 6, 9: 1, 5: 1, 7: 1, 2: 2, 8: 1, 10: 3}",15.47
53000,63,10,0.6771117448806763,0.42750003933906555,"{0: 40, 1: 10, 2: 5, 7: 1, 5: 1, 6: 1, 9: 1, 8: 1, 4: 2, 3: 1}",13.75
63000,56,6,0.6033082604408264,0.43812841176986694,"{2: 42, 0: 10, 3: 1, 5: 1, 4: 1, 1: 1}",13.87
73000,47,3,0.5720682144165039,0.5434982776641846,"{0: 45, 2: 1, 1: 1}",14.77
83000,51,3,0.552846372127533,0.4222941994667053,"{0: 41, 2: 9, 1: 1}",14.34
93000,43,3,0.5314719080924988,0.36396652460098267,"{0: 33, 2: 9, 1: 1}",16.70
103000,40,3,0.505619466304779,0.299813449382782,"{0: 30, 1: 9, 2: 1}",17.49
113000,35,2,0.4223484992980957,0.25419333577156067,"{1: 29, 0: 6}",19.37
123000,34,2,0.40069127082824707,0.2477671056985855,"{0: 29, 1: 5}",23.93
133000,34,2,0.4009585380554199,0.24802635610103607,"{0: 29, 1: 5}",25.15
143000,28,2,0.26551589369773865,0.016406673938035965,"{0: 23, 1: 5}",26.68
