checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,9,4,0.8297459483146667,0.7030773162841797,"{2: 3, 3: 1, 1: 1, 0: 4}",14.74
13000,37,2,0.6941258907318115,0.6848832368850708,"{0: 36, 1: 1}",12.10
23000,29,2,0.6465641856193542,0.6341686844825745,"{0: 28, 1: 1}",12.50
33000,40,2,0.6540096998214722,0.5925284028053284,"{1: 33, 0: 7}",12.71
43000,28,1,0.6256461143493652,0.6256461143493652,{0: 28},12.66
53000,23,2,0.5852800607681274,0.5251132249832153,"{1: 21, 0: 2}",12.64
63000,31,2,0.5879121422767639,0.568930447101593,"{0: 30, 1: 1}",12.67
73000,24,1,0.5655031800270081,0.5655031800270081,{0: 24},12.74
83000,13,1,0.541444718837738,0.541444718837738,{0: 13},12.69
93000,8,1,0.5563122630119324,0.5563122630119324,{0: 8},12.69
103000,8,1,0.5472919940948486,0.5472919940948486,{0: 8},12.69
113000,6,1,0.48572608828544617,0.48572608828544617,{0: 6},12.73
123000,2,1,0.05693542957305908,0.05693542957305908,{0: 2},12.72
133000,5,1,0.4543291926383972,0.4543291926383972,{0: 5},12.72
143000,6,1,0.42914873361587524,0.42914873361587524,{0: 6},12.73
