checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,99,11,0.8370194435119629,0.602223813533783,"{5: 20, 0: 27, 7: 17, 8: 4, 2: 16, 1: 2, 3: 4, 4: 3, 9: 4, 10: 1, 6: 1}",15.00
13000,56,11,0.8077589869499207,0.5036612153053284,"{2: 5, 3: 6, 4: 19, 7: 3, 1: 6, 9: 2, 8: 1, 0: 10, 5: 1, 10: 2, 6: 1}",13.09
23000,43,12,0.8415003418922424,0.6507167816162109,"{5: 4, 3: 3, 6: 7, 7: 2, 2: 7, 4: 3, 10: 2, 9: 1, 0: 7, 11: 1, 1: 5, 8: 1}",13.51
33000,60,10,0.7840937376022339,0.4386705160140991,"{1: 8, 0: 11, 5: 22, 8: 2, 4: 3, 2: 5, 7: 1, 6: 1, 3: 6, 9: 1}",13.42
43000,44,9,0.735745370388031,0.3585365414619446,"{0: 8, 2: 2, 6: 20, 5: 2, 1: 4, 3: 2, 7: 1, 4: 4, 8: 1}",13.54
53000,37,8,0.7842012047767639,0.4042119085788727,"{1: 6, 2: 4, 4: 2, 6: 2, 0: 6, 3: 2, 7: 13, 5: 2}",13.50
63000,26,6,0.7143478393554688,0.30367815494537354,"{2: 2, 1: 3, 0: 3, 4: 14, 3: 1, 5: 3}",13.48
73000,19,7,0.7559651136398315,0.3573019206523895,"{2: 3, 0: 2, 5: 1, 6: 1, 3: 1, 4: 9, 1: 2}",13.64
83000,20,5,0.7377035021781921,0.43162986636161804,"{4: 3, 2: 2, 3: 2, 0: 11, 1: 2}",13.74
93000,8,3,0.7186877131462097,0.38582178950309753,"{0: 3, 2: 1, 1: 4}",13.55
103000,6,3,0.6972204446792603,0.2118130326271057,"{2: 1, 1: 2, 0: 3}",13.57
113000,2,2,0.8260114192962646,nan,"{1: 1, 0: 1}",13.50
123000,2,2,0.841938316822052,nan,"{1: 1, 0: 1}",13.53
133000,2,2,0.8311455249786377,nan,"{1: 1, 0: 1}",13.53
143000,2,2,0.838196873664856,nan,"{1: 1, 0: 1}",13.49
