checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,9,7,0.8609229922294617,0.49370694160461426,"{5: 1, 0: 3, 4: 1, 6: 1, 2: 1, 3: 1, 1: 1}",15.55
13000,10,4,0.7744642496109009,0.4406939446926117,"{3: 3, 1: 2, 2: 1, 0: 4}",12.44
23000,2,2,0.8363444209098816,nan,"{1: 1, 0: 1}",13.03
33000,8,2,0.7227205038070679,0.5017793774604797,"{1: 3, 0: 5}",13.15
43000,6,4,0.8098614811897278,0.29984331130981445,"{3: 1, 0: 2, 1: 2, 2: 1}",13.32
53000,2,2,0.8910572528839111,nan,"{1: 1, 0: 1}",13.32
63000,1,1,nan,nan,{0: 1},13.34
73000,5,1,0.4574902653694153,0.4574902653694153,{0: 5},13.39
83000,5,2,0.526705265045166,0.2802470922470093,"{0: 4, 1: 1}",13.48
93000,10,1,0.15863199532032013,0.15863199532032013,{0: 10},13.37
103000,1,1,nan,nan,{0: 1},13.60
