checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,52,4,0.7287657260894775,0.5975121259689331,"{1: 14, 0: 32, 2: 3, 3: 3}",14.99
13000,35,6,0.7963535785675049,0.5628665089607239,"{2: 14, 1: 8, 5: 2, 0: 7, 4: 3, 3: 1}",12.53
23000,48,12,0.8389545679092407,0.5151009559631348,"{7: 5, 9: 5, 4: 5, 8: 3, 0: 5, 11: 1, 6: 3, 5: 10, 2: 2, 3: 6, 10: 1, 1: 2}",13.12
33000,48,11,0.8438324332237244,0.49644073843955994,"{8: 1, 0: 3, 3: 4, 1: 4, 6: 4, 2: 10, 5: 9, 4: 6, 9: 3, 10: 2, 7: 2}",13.07
43000,46,8,0.7915400862693787,0.5363771915435791,"{0: 8, 3: 2, 1: 13, 2: 17, 5: 3, 7: 1, 4: 1, 6: 1}",13.12
53000,35,6,0.7611302733421326,0.470645546913147,"{3: 11, 0: 14, 4: 5, 1: 3, 5: 1, 2: 1}",13.10
63000,33,6,0.7807198762893677,0.46918678283691406,"{0: 2, 1: 11, 4: 2, 5: 3, 3: 12, 2: 3}",13.20
73000,37,9,0.8181873559951782,0.5256137251853943,"{0: 7, 1: 12, 2: 2, 3: 10, 7: 1, 5: 2, 6: 1, 8: 1, 4: 1}",13.18
83000,19,4,0.6755212545394897,0.39083823561668396,"{0: 3, 3: 12, 1: 3, 2: 1}",13.20
93000,19,4,0.6311902403831482,0.3800763487815857,"{0: 4, 2: 13, 3: 1, 1: 1}",13.16
103000,16,3,0.6266366243362427,0.395172119140625,"{0: 4, 2: 11, 1: 1}",13.26
113000,20,4,0.6392200589179993,0.3644734025001526,"{3: 3, 0: 3, 1: 13, 2: 1}",13.23
123000,12,3,0.5343136191368103,0.38920971751213074,"{1: 1, 0: 10, 2: 1}",13.19
133000,11,2,0.47293686866760254,0.3952747881412506,"{0: 10, 1: 1}",13.17
143000,11,3,0.548907458782196,0.3879513740539551,"{0: 9, 1: 1, 2: 1}",13.20
