checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,72,6,0.8005422353744507,0.6882210969924927,"{0: 33, 2: 10, 1: 6, 5: 21, 3: 1, 4: 1}",15.01
13000,100,6,0.8179464340209961,0.7378465533256531,"{2: 11, 1: 37, 0: 44, 5: 4, 4: 3, 3: 1}",9.28
23000,100,9,0.8169291615486145,0.7378779053688049,"{1: 52, 3: 2, 0: 28, 4: 7, 2: 4, 8: 2, 5: 2, 6: 2, 7: 1}",10.06
33000,75,7,0.8172010779380798,0.7205485105514526,"{0: 38, 4: 17, 2: 6, 3: 9, 1: 2, 6: 2, 5: 1}",12.16
43000,61,7,0.8173577785491943,0.6853528022766113,"{1: 23, 0: 15, 4: 6, 2: 10, 5: 3, 6: 2, 3: 2}",12.07
53000,50,4,0.8167173862457275,0.7090395092964172,"{0: 22, 3: 18, 1: 8, 2: 2}",12.08
63000,29,7,0.7978723049163818,0.6648702621459961,"{2: 14, 6: 2, 1: 2, 3: 1, 0: 8, 4: 1, 5: 1}",13.19
73000,13,3,0.8040106892585754,0.6729630827903748,"{0: 3, 2: 8, 1: 2}",13.97
83000,9,2,0.7601937651634216,0.7364457845687866,"{0: 8, 1: 1}",14.14
93000,2,2,0.8900772333145142,nan,"{1: 1, 0: 1}",13.04
