checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,78,5,0.2860707938671112,0.06417866051197052,"{4: 67, 1: 4, 2: 1, 3: 2, 0: 4}",15.05
13000,42,12,0.865871787071228,0.4245177209377289,"{1: 4, 3: 5, 2: 5, 11: 11, 6: 2, 10: 1, 8: 2, 4: 5, 9: 1, 7: 2, 5: 2, 0: 2}",12.45
23000,22,10,0.8754286766052246,0.43939489126205444,"{2: 3, 1: 3, 9: 1, 4: 5, 7: 2, 5: 1, 3: 2, 6: 1, 0: 3, 8: 1}",12.98
33000,26,10,0.8158599138259888,0.2854796350002289,"{8: 1, 5: 1, 7: 1, 1: 7, 4: 5, 2: 5, 0: 2, 3: 1, 9: 2, 6: 1}",13.07
43000,24,10,0.8418136239051819,0.40010565519332886,"{4: 2, 0: 3, 7: 1, 8: 1, 2: 8, 1: 5, 3: 1, 5: 1, 6: 1, 9: 1}",13.04
53000,24,11,0.8548105955123901,0.3938063979148865,"{6: 3, 5: 1, 4: 2, 7: 1, 0: 2, 1: 2, 8: 1, 9: 1, 2: 8, 3: 2, 10: 1}",12.99
63000,30,11,0.8520236015319824,0.24216528236865997,"{8: 3, 5: 3, 2: 2, 10: 1, 1: 5, 7: 3, 6: 1, 3: 2, 4: 7, 9: 1, 0: 2}",13.02
73000,14,8,0.8829551339149475,0.6562604308128357,"{4: 3, 5: 1, 7: 1, 0: 2, 1: 2, 3: 1, 6: 1, 2: 3}",13.03
83000,12,7,0.858806848526001,0.6637787818908691,"{6: 1, 1: 2, 3: 1, 5: 1, 0: 5, 2: 1, 4: 1}",12.99
93000,10,6,0.8818200826644897,0.7137573957443237,"{1: 2, 4: 1, 3: 1, 5: 1, 0: 2, 2: 3}",13.03
103000,7,5,0.828552782535553,0.4554406404495239,"{4: 1, 0: 2, 2: 2, 3: 1, 1: 1}",13.30
113000,7,6,0.8931512236595154,0.7707085609436035,"{3: 1, 0: 2, 5: 1, 4: 1, 2: 1, 1: 1}",13.00
123000,6,5,0.8651304841041565,0.7740479707717896,"{4: 1, 0: 2, 2: 1, 3: 1, 1: 1}",13.07
133000,7,6,0.8937979936599731,0.7703056335449219,"{4: 1, 0: 2, 3: 1, 5: 1, 2: 1, 1: 1}",13.12
143000,6,5,0.8977988362312317,0.770764946937561,"{3: 1, 0: 2, 2: 1, 4: 1, 1: 1}",13.08
