checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,26,0.8390610218048096,0.07091916352510452,"{9: 9, 4: 7, 14: 1, 1: 31, 24: 1, 2: 3, 5: 2, 18: 1, 25: 1, 21: 1, 23: 1, 8: 10, 20: 1, 13: 2, 0: 3, 6: 5, 7: 9, 17: 1, 19: 1, 3: 3, 11: 1, 10: 2, 22: 1, 15: 1, 16: 1, 12: 1}",11.38
13000,100,19,0.8560177683830261,0.20932665467262268,"{1: 6, 4: 3, 0: 7, 9: 23, 17: 1, 2: 24, 18: 1, 12: 1, 6: 4, 16: 3, 3: 7, 14: 1, 11: 1, 7: 2, 10: 10, 8: 3, 13: 1, 15: 1, 5: 1}",6.99
23000,100,12,0.7166706919670105,0.037623386830091476,"{6: 3, 2: 5, 3: 32, 9: 1, 1: 7, 10: 3, 0: 8, 7: 1, 5: 2, 8: 1, 11: 1, 4: 36}",8.88
33000,100,9,0.5838590264320374,0.012672703713178635,"{7: 1, 2: 3, 4: 53, 0: 32, 1: 3, 5: 1, 8: 1, 6: 5, 3: 1}",8.90
43000,56,9,0.3719313442707062,0.05230066552758217,"{0: 45, 3: 2, 1: 3, 6: 1, 4: 1, 5: 1, 7: 1, 2: 1, 8: 1}",13.02
53000,100,7,0.5079741477966309,1.1899670226966919e-07,"{0: 59, 1: 33, 2: 2, 3: 3, 6: 1, 4: 1, 5: 1}",9.66
63000,42,2,0.04705466702580452,0.0,"{0: 41, 1: 1}",12.57
73000,100,3,0.44844746589660645,1.1920928955078125e-07,"{0: 64, 2: 35, 1: 1}",10.54
83000,1,1,nan,nan,{0: 1},15.29
93000,1,1,nan,nan,{0: 1},15.51
