checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,1,1,nan,nan,{0: 1},14.82
13000,5,3,0.7788103222846985,0.6345292329788208,"{2: 1, 1: 1, 0: 3}",12.18
23000,11,1,0.4788345396518707,0.4788345396518707,{0: 11},12.09
33000,9,2,0.5983216166496277,0.5404934883117676,"{0: 8, 1: 1}",12.18
43000,17,1,0.5704142451286316,0.5704142451286316,{0: 17},12.23
53000,9,1,0.5749502182006836,0.5749502182006836,{0: 9},12.75
63000,5,1,0.631761908531189,0.631761908531189,{0: 5},13.40
73000,5,1,0.5830923318862915,0.5830923318862915,{0: 5},13.85
83000,4,1,0.6375388503074646,0.6375388503074646,{0: 4},12.48
93000,3,1,0.6614950299263,0.6614950299263,{0: 3},12.82
103000,3,1,0.6734273433685303,0.6734273433685303,{0: 3},12.84
113000,2,1,0.6904414892196655,0.6904414892196655,{0: 2},13.33
