checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,77,9,0.8143997192382812,0.6137641072273254,"{7: 9, 5: 5, 0: 39, 3: 10, 1: 5, 2: 6, 8: 1, 4: 1, 6: 1}",15.06
13000,67,15,0.8659622669219971,0.5234051942825317,"{0: 10, 8: 2, 6: 2, 1: 2, 3: 2, 13: 4, 2: 11, 7: 3, 4: 12, 5: 9, 12: 4, 14: 1, 11: 2, 10: 2, 9: 1}",12.48
23000,95,25,0.8800802826881409,0.45837411284446716,"{20: 1, 12: 5, 7: 4, 3: 15, 24: 4, 14: 2, 5: 16, 0: 5, 8: 3, 11: 6, 4: 8, 1: 3, 16: 1, 9: 3, 6: 2, 23: 3, 17: 1, 18: 1, 10: 2, 2: 3, 15: 1, 13: 1, 21: 1, 22: 1, 19: 3}",13.11
33000,88,26,0.8850239515304565,0.45517420768737793,"{8: 3, 21: 1, 15: 2, 13: 7, 2: 3, 12: 2, 1: 13, 7: 4, 0: 15, 22: 3, 18: 2, 6: 6, 9: 4, 3: 4, 16: 2, 25: 2, 17: 1, 4: 2, 10: 2, 23: 1, 24: 1, 5: 2, 19: 1, 14: 1, 11: 1, 20: 3}",13.07
43000,99,28,0.8885349035263062,0.4248656928539276,"{20: 7, 6: 3, 9: 6, 0: 2, 10: 17, 5: 5, 26: 1, 4: 3, 17: 2, 22: 9, 18: 1, 19: 1, 16: 2, 11: 5, 12: 4, 1: 8, 7: 4, 14: 2, 24: 1, 3: 2, 8: 2, 25: 1, 23: 2, 2: 5, 27: 1, 21: 1, 13: 1, 15: 1}",13.12
53000,68,26,0.900327205657959,0.45309188961982727,"{11: 4, 25: 1, 15: 1, 0: 3, 9: 5, 16: 6, 24: 2, 6: 6, 5: 3, 10: 5, 4: 5, 13: 1, 8: 2, 19: 1, 23: 1, 14: 1, 1: 5, 2: 3, 3: 3, 17: 1, 22: 1, 7: 2, 18: 1, 12: 3, 20: 1, 21: 1}",13.30
63000,79,30,0.9079495668411255,0.5247578024864197,"{10: 7, 25: 1, 9: 2, 2: 2, 22: 3, 16: 2, 18: 1, 26: 1, 3: 2, 6: 5, 27: 1, 21: 5, 20: 1, 5: 5, 24: 5, 11: 4, 28: 3, 19: 1, 12: 1, 1: 4, 15: 3, 13: 4, 0: 2, 29: 2, 7: 3, 14: 3, 8: 2, 23: 1, 17: 1, 4: 2}",13.14
73000,79,25,0.8880636096000671,0.2898161709308624,"{2: 2, 6: 3, 17: 1, 0: 2, 23: 12, 13: 3, 4: 3, 5: 4, 1: 6, 15: 11, 20: 1, 11: 2, 12: 1, 3: 8, 8: 3, 14: 3, 10: 2, 24: 1, 19: 1, 22: 1, 9: 3, 18: 2, 7: 2, 16: 1, 21: 1}",13.13
83000,52,23,0.9058359265327454,0.42784035205841064,"{11: 1, 3: 2, 7: 3, 18: 4, 1: 2, 2: 2, 16: 2, 13: 2, 10: 4, 8: 2, 21: 1, 5: 4, 4: 2, 0: 4, 17: 6, 14: 1, 9: 3, 19: 1, 22: 1, 6: 2, 20: 1, 12: 1, 15: 1}",13.08
93000,51,24,0.9027808308601379,0.35571202635765076,"{1: 2, 2: 2, 0: 4, 3: 5, 8: 5, 22: 1, 9: 5, 14: 1, 19: 1, 6: 2, 7: 2, 5: 4, 23: 1, 16: 3, 21: 1, 13: 1, 4: 2, 12: 3, 17: 1, 11: 1, 20: 1, 15: 1, 18: 1, 10: 1}",13.16
103000,62,20,0.8373828530311584,0.15588179230690002,"{16: 1, 8: 2, 7: 19, 1: 4, 2: 2, 6: 2, 9: 2, 13: 4, 12: 1, 4: 3, 3: 6, 10: 1, 17: 3, 0: 4, 5: 2, 19: 1, 18: 1, 14: 2, 11: 1, 15: 1}",13.23
113000,43,17,0.8814579248428345,0.2495855838060379,"{0: 2, 3: 2, 7: 3, 2: 2, 1: 2, 11: 8, 6: 4, 10: 1, 9: 2, 8: 5, 13: 3, 12: 2, 4: 2, 5: 2, 16: 1, 15: 1, 14: 1}",13.17
123000,32,17,0.884141743183136,0.44052931666374207,"{2: 2, 4: 3, 11: 3, 15: 1, 0: 2, 8: 1, 16: 1, 5: 5, 3: 3, 12: 1, 13: 1, 1: 3, 6: 2, 9: 1, 7: 1, 14: 1, 10: 1}",13.16
133000,28,16,0.8745208382606506,0.4608037769794464,"{1: 2, 3: 3, 13: 1, 6: 2, 14: 1, 4: 6, 9: 1, 10: 1, 0: 2, 2: 2, 7: 2, 11: 1, 15: 1, 8: 1, 12: 1, 5: 1}",13.21
143000,24,13,0.8666187524795532,0.3065766394138336,"{0: 2, 2: 2, 1: 2, 5: 2, 4: 3, 12: 5, 7: 1, 6: 1, 9: 1, 8: 1, 3: 2, 11: 1, 10: 1}",13.18
