checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,13,0.8551596999168396,0.6133820414543152,"{9: 6, 8: 5, 1: 12, 2: 5, 7: 13, 10: 4, 12: 1, 0: 13, 5: 17, 6: 1, 3: 6, 4: 14, 11: 3}",11.64
13000,100,22,0.8677262663841248,0.5494779348373413,"{2: 3, 18: 9, 0: 16, 10: 7, 14: 1, 19: 2, 7: 4, 6: 2, 11: 4, 5: 2, 1: 3, 13: 9, 12: 1, 8: 3, 21: 2, 9: 11, 16: 3, 20: 1, 3: 8, 4: 5, 15: 1, 17: 3}",6.80
23000,100,10,0.6844180822372437,0.33643078804016113,"{0: 54, 5: 4, 4: 4, 2: 7, 1: 16, 3: 2, 6: 6, 9: 4, 8: 2, 7: 1}",5.77
33000,100,9,0.7842669486999512,0.6210980415344238,"{0: 26, 3: 38, 1: 4, 2: 8, 6: 3, 7: 2, 5: 4, 8: 5, 4: 10}",7.94
43000,100,9,0.7841271758079529,0.6508366465568542,"{8: 13, 3: 40, 0: 10, 1: 4, 6: 2, 4: 7, 7: 3, 2: 20, 5: 1}",8.66
53000,100,8,0.733673632144928,0.6290395259857178,"{0: 68, 4: 3, 2: 4, 3: 13, 6: 3, 1: 3, 7: 5, 5: 1}",6.64
63000,100,7,0.7750333547592163,0.6652401089668274,"{0: 43, 2: 11, 5: 3, 1: 35, 6: 5, 4: 2, 3: 1}",9.84
73000,100,7,0.799715518951416,0.6854774355888367,"{0: 43, 1: 27, 2: 2, 6: 2, 3: 1, 5: 2, 4: 23}",11.36
83000,100,5,0.7827580571174622,0.6806792616844177,"{0: 39, 3: 3, 4: 2, 1: 41, 2: 15}",10.37
93000,81,6,0.7810800075531006,0.5965431332588196,"{2: 27, 0: 18, 1: 2, 4: 4, 3: 5, 5: 25}",14.01
103000,70,5,0.7774133086204529,0.6181686520576477,"{1: 22, 4: 12, 0: 5, 2: 5, 3: 26}",13.81
113000,66,7,0.780803918838501,0.5496776700019836,"{1: 21, 3: 3, 2: 5, 0: 8, 6: 20, 5: 8, 4: 1}",13.69
123000,53,6,0.7846453189849854,0.6081812381744385,"{2: 25, 0: 2, 1: 15, 3: 7, 5: 1, 4: 3}",13.70
133000,48,5,0.7882823348045349,0.661101222038269,"{0: 25, 2: 6, 1: 2, 3: 14, 4: 1}",15.60
143000,41,5,0.7996647357940674,0.7001475691795349,"{0: 14, 2: 19, 1: 2, 3: 1, 4: 5}",15.26
