checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,13,0.7569820880889893,0.4390679895877838,"{7: 53, 0: 9, 11: 7, 3: 2, 1: 8, 4: 5, 12: 2, 9: 1, 2: 5, 8: 3, 5: 3, 10: 1, 6: 1}",6.35
13000,100,20,0.861553430557251,0.500080943107605,"{12: 27, 15: 2, 14: 3, 16: 1, 4: 13, 11: 3, 3: 3, 0: 8, 5: 5, 19: 1, 10: 2, 7: 2, 6: 3, 1: 2, 18: 3, 8: 7, 9: 6, 13: 2, 2: 5, 17: 2}",10.16
23000,86,15,0.8351215124130249,0.4908980131149292,"{4: 5, 7: 25, 3: 4, 10: 2, 11: 2, 1: 18, 0: 3, 14: 4, 2: 5, 5: 5, 13: 3, 6: 5, 9: 3, 12: 1, 8: 1}",14.02
33000,48,12,0.8476982712745667,0.6102250218391418,"{4: 3, 9: 4, 1: 9, 2: 2, 7: 3, 5: 4, 8: 6, 6: 4, 3: 8, 0: 3, 11: 1, 10: 1}",13.54
43000,53,11,0.8437865972518921,0.6187453269958496,"{9: 4, 7: 3, 6: 7, 4: 6, 0: 10, 2: 6, 5: 4, 8: 1, 1: 7, 3: 3, 10: 2}",13.47
53000,32,9,0.8349233865737915,0.662640392780304,"{5: 2, 0: 2, 2: 3, 6: 3, 3: 5, 1: 6, 7: 4, 4: 6, 8: 1}",13.50
63000,27,7,0.8143865466117859,0.7335039377212524,"{5: 1, 3: 1, 0: 16, 1: 6, 6: 1, 4: 1, 2: 1}",13.52
73000,24,7,0.8295499086380005,0.7017346620559692,"{2: 2, 6: 1, 1: 8, 4: 4, 0: 7, 5: 1, 3: 1}",13.52
83000,19,4,0.7935228943824768,0.6625912189483643,"{1: 6, 3: 6, 0: 6, 2: 1}",13.62
93000,13,3,0.748637318611145,0.6490728855133057,"{1: 1, 2: 3, 0: 9}",13.51
103000,6,2,0.7245180606842041,0.6058184504508972,"{1: 2, 0: 4}",13.55
113000,7,2,0.6950035095214844,0.5220625996589661,"{0: 3, 1: 4}",13.55
123000,3,1,0.7292614579200745,0.7292614579200745,{0: 3},13.64
133000,3,1,0.7305760979652405,0.7305760979652405,{0: 3},13.46
143000,2,1,0.6013990640640259,0.6013990640640259,{0: 2},13.57
