checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,12,6,0.8241280913352966,0.32172560691833496,"{1: 2, 3: 3, 4: 1, 5: 1, 2: 2, 0: 3}",14.89
13000,18,7,0.7234541177749634,0.10850715637207031,"{1: 2, 4: 8, 3: 1, 5: 1, 0: 2, 2: 3, 6: 1}",12.38
23000,28,9,0.8063914179801941,0.4256240427494049,"{7: 1, 1: 11, 2: 5, 4: 2, 0: 2, 5: 1, 6: 3, 3: 2, 8: 1}",12.97
33000,46,10,0.7259807586669922,0.20929044485092163,"{0: 3, 2: 9, 9: 1, 7: 1, 3: 2, 1: 3, 8: 20, 4: 4, 6: 2, 5: 1}",13.03
43000,39,11,0.8350368738174438,0.47247785329818726,"{8: 2, 5: 3, 1: 6, 2: 6, 4: 2, 7: 2, 10: 1, 6: 5, 0: 3, 3: 8, 9: 1}",13.05
53000,65,16,0.841693103313446,0.27916255593299866,"{3: 3, 8: 5, 0: 6, 6: 3, 5: 8, 15: 1, 12: 14, 13: 1, 2: 9, 10: 1, 14: 1, 9: 2, 11: 2, 4: 6, 7: 1, 1: 2}",13.15
63000,56,17,0.8480921983718872,0.17500919103622437,"{11: 2, 6: 2, 12: 1, 16: 1, 1: 3, 15: 1, 4: 16, 0: 3, 2: 3, 8: 5, 14: 2, 9: 2, 3: 2, 13: 3, 10: 2, 5: 6, 7: 2}",13.10
73000,46,17,0.8252671957015991,0.07434716075658798,"{11: 2, 5: 2, 0: 2, 7: 4, 16: 14, 10: 1, 4: 2, 14: 1, 8: 1, 13: 1, 1: 3, 12: 2, 3: 2, 6: 1, 9: 5, 2: 2, 15: 1}",13.30
83000,42,14,0.8181026577949524,0.08780567348003387,"{4: 2, 5: 2, 10: 1, 6: 14, 13: 1, 0: 6, 12: 1, 11: 3, 3: 4, 1: 3, 8: 1, 2: 2, 9: 1, 7: 1}",13.07
93000,41,16,0.8125942945480347,0.06663337349891663,"{4: 2, 1: 2, 12: 1, 3: 14, 6: 2, 8: 1, 14: 1, 13: 1, 15: 1, 5: 4, 2: 2, 9: 1, 7: 1, 0: 6, 11: 1, 10: 1}",13.08
103000,30,10,0.7693599462509155,0.06764522194862366,"{3: 2, 8: 1, 5: 1, 2: 13, 9: 1, 7: 1, 6: 2, 1: 2, 0: 6, 4: 1}",13.10
113000,28,8,0.7091173529624939,0.060913898050785065,"{1: 2, 4: 1, 2: 14, 7: 1, 5: 1, 6: 2, 0: 6, 3: 1}",13.20
123000,31,10,0.7742730975151062,0.06671404838562012,"{3: 2, 8: 1, 6: 1, 1: 13, 5: 2, 2: 2, 9: 1, 4: 2, 0: 6, 7: 1}",13.06
133000,30,9,0.7381596565246582,0.062189556658267975,"{8: 2, 7: 1, 6: 1, 1: 14, 3: 2, 5: 1, 2: 2, 4: 1, 0: 6}",13.12
143000,27,9,0.7667293548583984,0.07154325395822525,"{3: 2, 8: 1, 7: 1, 1: 12, 4: 1, 5: 1, 2: 2, 6: 1, 0: 6}",13.11
