checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,16,5,0.8418150544166565,0.6552671790122986,"{4: 1, 0: 9, 2: 1, 1: 2, 3: 3}",14.91
13000,82,5,0.7955164313316345,0.6865031123161316,"{2: 7, 3: 28, 4: 36, 0: 7, 1: 4}",12.86
23000,63,8,0.8043794631958008,0.6750350594520569,"{6: 1, 1: 13, 0: 30, 7: 5, 4: 2, 5: 8, 3: 2, 2: 2}",12.60
33000,64,6,0.8104209303855896,0.6497241258621216,"{2: 15, 1: 24, 5: 16, 3: 6, 4: 1, 0: 2}",12.64
43000,31,7,0.7929873466491699,0.5974183082580566,"{4: 1, 0: 12, 2: 9, 1: 5, 6: 2, 5: 1, 3: 1}",12.59
53000,30,5,0.7770248055458069,0.683577299118042,"{4: 1, 0: 21, 1: 5, 2: 2, 3: 1}",12.61
63000,30,4,0.7471304535865784,0.6752035617828369,"{0: 23, 2: 2, 1: 4, 3: 1}",12.61
73000,29,4,0.7671760320663452,0.6727182865142822,"{0: 19, 3: 3, 2: 5, 1: 2}",12.56
83000,21,2,0.6918064951896667,0.6408646702766418,"{0: 18, 1: 3}",12.58
93000,20,2,0.7194022536277771,0.6719972491264343,"{0: 17, 1: 3}",13.10
103000,17,2,0.680698037147522,0.5443853139877319,"{0: 9, 1: 8}",12.78
113000,14,2,0.6737496852874756,0.6465041637420654,"{0: 13, 1: 1}",12.76
123000,13,1,0.636612057685852,0.636612057685852,{0: 13},12.57
133000,12,1,0.621507465839386,0.621507465839386,{0: 12},12.72
143000,12,1,0.6463836431503296,0.6463836431503296,{0: 12},12.91
