checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,32,5,0.7995054721832275,0.4524300694465637,"{4: 8, 2: 4, 1: 9, 0: 4, 3: 7}",14.87
13000,68,18,0.8539470434188843,0.580070436000824,"{4: 7, 2: 24, 14: 2, 0: 6, 11: 1, 13: 1, 5: 3, 6: 4, 15: 1, 3: 2, 17: 1, 9: 6, 1: 2, 12: 1, 10: 3, 16: 1, 7: 2, 8: 1}",12.60
23000,67,14,0.8589960336685181,0.658973217010498,"{0: 16, 1: 21, 2: 4, 11: 1, 12: 1, 10: 3, 13: 1, 3: 4, 8: 6, 7: 1, 9: 3, 5: 1, 4: 2, 6: 3}",13.02
33000,73,12,0.8326312899589539,0.6148990392684937,"{3: 11, 8: 29, 7: 7, 2: 7, 11: 1, 9: 1, 1: 8, 6: 1, 4: 2, 0: 3, 10: 2, 5: 1}",13.11
43000,56,19,0.8615056276321411,0.5866137742996216,"{2: 7, 4: 14, 3: 6, 9: 2, 5: 4, 8: 2, 11: 1, 13: 1, 0: 2, 14: 1, 10: 1, 17: 1, 18: 1, 1: 4, 7: 2, 16: 1, 15: 2, 6: 2, 12: 2}",13.05
53000,45,15,0.8564042448997498,0.45076239109039307,"{3: 6, 5: 3, 11: 5, 8: 9, 1: 2, 6: 2, 14: 4, 10: 1, 12: 2, 9: 2, 0: 2, 13: 1, 4: 3, 2: 2, 7: 1}",13.02
63000,46,15,0.8593388199806213,0.36775609850883484,"{8: 5, 2: 9, 12: 5, 9: 4, 4: 2, 5: 5, 11: 1, 0: 3, 3: 3, 13: 1, 14: 1, 10: 3, 1: 2, 6: 1, 7: 1}",13.03
73000,44,16,0.8509029746055603,0.5511267185211182,"{5: 3, 7: 13, 3: 4, 4: 2, 10: 1, 9: 4, 13: 1, 8: 4, 14: 1, 11: 1, 0: 3, 15: 1, 1: 2, 6: 1, 2: 2, 12: 1}",13.08
83000,39,14,0.8640391826629639,0.5185961127281189,"{2: 8, 0: 3, 5: 3, 4: 6, 8: 1, 10: 4, 13: 1, 11: 3, 9: 1, 1: 2, 7: 1, 3: 2, 12: 3, 6: 1}",13.30
93000,37,13,0.837645947933197,0.5244923233985901,"{1: 3, 0: 3, 8: 9, 10: 1, 4: 7, 2: 2, 3: 5, 7: 2, 6: 1, 11: 1, 12: 1, 5: 1, 9: 1}",13.16
103000,29,10,0.8172081112861633,0.5595365762710571,"{1: 5, 0: 11, 2: 6, 6: 1, 9: 1, 4: 1, 8: 1, 7: 1, 5: 1, 3: 1}",13.14
113000,27,12,0.82328861951828,0.4576907753944397,"{2: 8, 0: 4, 1: 6, 6: 1, 11: 1, 5: 1, 9: 1, 10: 1, 7: 1, 8: 1, 3: 1, 4: 1}",13.08
123000,24,10,0.8075624704360962,0.5476151704788208,"{0: 11, 2: 5, 9: 1, 4: 1, 6: 1, 8: 1, 7: 1, 3: 1, 1: 1, 5: 1}",13.19
133000,21,10,0.8283682465553284,0.45635321736335754,"{1: 7, 4: 5, 9: 1, 5: 1, 7: 1, 6: 1, 0: 2, 8: 1, 3: 1, 2: 1}",13.10
143000,19,8,0.803986668586731,0.5287786722183228,"{2: 9, 0: 2, 6: 1, 5: 3, 7: 1, 4: 1, 3: 1, 1: 1}",13.08
