checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,33,8,0.8353458642959595,0.7292741537094116,"{1: 7, 0: 17, 3: 2, 7: 2, 5: 1, 4: 1, 2: 2, 6: 1}",14.95
13000,52,7,0.8371877670288086,0.702551543712616,"{0: 9, 1: 15, 4: 3, 5: 3, 2: 13, 6: 6, 3: 3}",12.59
23000,27,8,0.8421883583068848,0.683896005153656,"{7: 1, 2: 8, 6: 7, 4: 3, 1: 4, 3: 1, 0: 2, 5: 1}",12.96
33000,14,8,0.8458206057548523,0.5184216499328613,"{7: 1, 6: 1, 3: 3, 5: 1, 1: 2, 0: 2, 2: 3, 4: 1}",13.06
43000,8,3,0.8188375234603882,0.6245984435081482,"{1: 2, 0: 3, 2: 3}",12.99
53000,6,5,0.8498436808586121,0.5587215423583984,"{0: 2, 2: 1, 3: 1, 4: 1, 1: 1}",12.94
63000,5,3,0.7724672555923462,0.4292666018009186,"{0: 2, 2: 1, 1: 2}",12.98
73000,3,2,0.833131730556488,0.7706720232963562,"{0: 2, 1: 1}",12.92
83000,1,1,nan,nan,{0: 1},13.10
93000,1,1,nan,nan,{0: 1},13.14
103000,1,1,nan,nan,{0: 1},13.08
