checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,20,6,0.7973100543022156,0.6690927743911743,"{0: 13, 1: 3, 5: 1, 3: 1, 4: 1, 2: 1}",14.75
13000,69,13,0.8333470821380615,0.6007698774337769,"{9: 2, 0: 5, 2: 9, 6: 26, 8: 3, 1: 3, 3: 3, 7: 1, 5: 3, 4: 7, 12: 2, 11: 4, 10: 1}",13.18
23000,65,13,0.8347811698913574,0.5892239809036255,"{0: 9, 2: 5, 12: 2, 11: 22, 5: 5, 3: 3, 9: 1, 1: 5, 6: 4, 7: 1, 10: 2, 4: 3, 8: 3}",13.53
33000,53,12,0.8390955328941345,0.6511369347572327,"{9: 2, 6: 5, 3: 2, 0: 4, 1: 23, 5: 3, 8: 3, 11: 2, 4: 3, 10: 2, 7: 1, 2: 3}",13.55
43000,41,13,0.8371507525444031,0.6575770974159241,"{12: 4, 0: 18, 11: 1, 1: 4, 9: 1, 3: 2, 10: 1, 2: 3, 7: 1, 4: 2, 8: 1, 5: 2, 6: 1}",13.46
53000,39,9,0.8365440368652344,0.6498976349830627,"{8: 5, 1: 4, 3: 17, 2: 4, 4: 2, 6: 1, 0: 4, 7: 1, 5: 1}",13.52
63000,33,8,0.8407885432243347,0.7056373357772827,"{5: 5, 7: 2, 0: 14, 2: 4, 1: 3, 4: 1, 3: 3, 6: 1}",13.47
73000,15,4,0.8317446708679199,0.6905044913291931,"{3: 4, 0: 2, 1: 8, 2: 1}",13.62
83000,22,7,0.7986403703689575,0.6401847004890442,"{1: 4, 6: 2, 0: 10, 5: 2, 2: 2, 3: 1, 4: 1}",13.49
93000,13,4,0.7887662053108215,0.6464927196502686,"{2: 4, 0: 7, 3: 1, 1: 1}",13.60
103000,8,2,0.6834660768508911,0.5328476428985596,"{0: 3, 1: 5}",13.58
113000,6,2,0.6765996217727661,0.5069372653961182,"{0: 2, 1: 4}",13.53
123000,5,2,0.6661345362663269,0.4176194369792938,"{0: 2, 1: 3}",13.56
133000,6,2,0.6662265658378601,0.4991649091243744,"{0: 2, 1: 4}",13.53
143000,3,2,0.7493197917938232,0.5029637217521667,"{1: 1, 0: 2}",13.61
