checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,55,12,0.8509889841079712,0.6837003231048584,"{2: 13, 11: 1, 0: 10, 3: 9, 8: 6, 4: 5, 9: 2, 1: 5, 7: 1, 5: 1, 6: 1, 10: 1}",14.81
13000,58,13,0.8447521328926086,0.6642799973487854,"{6: 10, 2: 4, 12: 3, 5: 3, 1: 17, 8: 1, 4: 5, 10: 1, 0: 7, 9: 3, 11: 1, 3: 2, 7: 1}",13.07
23000,59,12,0.8545404076576233,0.6945634484291077,"{10: 5, 0: 13, 1: 13, 6: 3, 11: 3, 2: 10, 9: 3, 4: 2, 3: 2, 5: 2, 8: 2, 7: 1}",13.30
33000,49,8,0.8422857522964478,0.7097674012184143,"{2: 13, 4: 8, 1: 5, 0: 16, 6: 2, 7: 1, 5: 1, 3: 3}",13.33
43000,100,14,0.8428095579147339,0.688991904258728,"{11: 1, 0: 8, 1: 35, 3: 16, 9: 11, 6: 9, 13: 1, 8: 2, 2: 8, 5: 2, 12: 1, 10: 1, 4: 4, 7: 1}",12.59
53000,100,12,0.8393592238426208,0.6460418105125427,"{4: 7, 7: 10, 1: 8, 0: 27, 9: 2, 5: 10, 10: 15, 3: 14, 8: 3, 11: 1, 2: 2, 6: 1}",10.23
63000,100,13,0.8427343964576721,0.7158852219581604,"{3: 2, 1: 11, 0: 39, 7: 1, 9: 2, 5: 5, 4: 15, 2: 16, 10: 4, 11: 1, 6: 1, 12: 2, 8: 1}",10.67
73000,100,11,0.8121271729469299,0.5957006216049194,"{6: 3, 9: 1, 0: 36, 1: 2, 7: 1, 4: 2, 2: 33, 3: 15, 5: 1, 10: 4, 8: 2}",8.98
83000,100,11,0.8154286742210388,0.6391016244888306,"{4: 2, 2: 10, 8: 1, 5: 43, 0: 3, 9: 1, 1: 7, 6: 30, 7: 1, 10: 1, 3: 1}",10.28
93000,100,11,0.8012863397598267,0.5030341744422913,"{3: 3, 4: 4, 10: 2, 7: 1, 0: 30, 1: 4, 6: 20, 9: 1, 8: 1, 2: 32, 5: 2}",8.72
103000,100,11,0.825989305973053,0.6762279272079468,"{6: 2, 0: 3, 2: 2, 1: 44, 8: 1, 3: 6, 5: 25, 7: 3, 9: 5, 4: 8, 10: 1}",12.69
113000,100,8,0.8199859261512756,0.7040062546730042,"{4: 1, 0: 51, 7: 1, 5: 8, 1: 22, 3: 2, 2: 11, 6: 4}",13.15
123000,93,7,0.8199624419212341,0.6655795574188232,"{2: 39, 6: 2, 0: 13, 4: 22, 5: 2, 3: 7, 1: 8}",13.54
133000,98,7,0.8065846562385559,0.6780697107315063,"{0: 55, 3: 1, 4: 1, 6: 7, 1: 26, 2: 6, 5: 2}",13.67
143000,89,7,0.8185884356498718,0.6970819234848022,"{0: 48, 4: 1, 3: 1, 6: 3, 5: 9, 1: 19, 2: 8}",13.54
