checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,29,3,0.3495447635650635,0.16508303582668304,"{1: 1, 0: 25, 2: 3}",14.98
13000,38,7,0.7245774269104004,0.23251762986183167,"{5: 3, 0: 11, 1: 2, 3: 14, 2: 6, 6: 1, 4: 1}",12.46
23000,27,7,0.6186131834983826,0.07980047911405563,"{0: 2, 1: 4, 3: 1, 6: 15, 5: 1, 4: 2, 2: 2}",13.05
33000,45,7,0.7839897274971008,0.2593208849430084,"{1: 9, 3: 2, 6: 15, 2: 3, 4: 5, 0: 9, 5: 2}",13.07
43000,50,11,0.7721896171569824,0.1561269313097,"{7: 1, 1: 12, 0: 3, 5: 16, 6: 6, 10: 1, 4: 4, 2: 3, 8: 1, 9: 2, 3: 1}",13.07
53000,35,11,0.8196637630462646,0.31723451614379883,"{2: 8, 1: 3, 0: 3, 10: 1, 7: 1, 4: 3, 8: 1, 5: 11, 6: 2, 3: 1, 9: 1}",13.03
63000,31,10,0.687995195388794,0.08708782494068146,"{2: 16, 9: 1, 1: 3, 3: 3, 6: 1, 4: 1, 7: 1, 0: 3, 5: 1, 8: 1}",13.10
73000,21,10,0.8744934797286987,0.46607422828674316,"{1: 4, 3: 3, 9: 1, 2: 2, 0: 3, 8: 2, 5: 3, 7: 1, 6: 1, 4: 1}",13.08
83000,15,7,0.863231897354126,0.5267289876937866,"{0: 3, 4: 4, 3: 2, 5: 1, 1: 2, 2: 2, 6: 1}",13.06
93000,10,7,0.859606921672821,0.3994707465171814,"{0: 3, 1: 2, 5: 1, 4: 1, 3: 1, 6: 1, 2: 1}",13.06
103000,15,8,0.8707528114318848,0.4968823492527008,"{2: 2, 0: 4, 1: 3, 5: 1, 7: 1, 4: 1, 3: 1, 6: 2}",13.23
113000,9,6,0.864316999912262,0.3199455738067627,"{0: 2, 2: 2, 3: 1, 4: 1, 1: 2, 5: 1}",13.11
123000,5,4,0.8837779760360718,0.7646670341491699,"{0: 2, 3: 1, 2: 1, 1: 1}",13.19
133000,5,3,0.8934776186943054,0.7864807844161987,"{2: 2, 1: 1, 0: 2}",13.08
143000,3,3,0.947943389415741,nan,"{1: 1, 2: 1, 0: 1}",13.12
