checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,100,19,0.7095054388046265,0.058086223900318146,"{17: 1, 9: 49, 0: 6, 15: 1, 11: 3, 6: 7, 13: 2, 5: 2, 1: 2, 7: 6, 14: 1, 4: 2, 3: 2, 8: 3, 10: 8, 16: 1, 18: 1, 2: 2, 12: 1}",6.06
13000,100,15,0.7480223178863525,0.033319294452667236,"{8: 35, 1: 22, 13: 1, 14: 4, 0: 8, 6: 7, 3: 2, 2: 9, 4: 2, 9: 1, 10: 2, 11: 1, 7: 1, 5: 4, 12: 1}",4.66
23000,100,8,0.5346309542655945,0.0015512194950133562,"{5: 53, 4: 35, 6: 1, 7: 1, 0: 5, 2: 2, 1: 2, 3: 1}",4.72
33000,100,6,0.48072192072868347,0.014597212895751,"{1: 59, 3: 31, 0: 6, 4: 2, 5: 1, 2: 1}",4.70
43000,100,5,0.42079299688339233,0.020999960601329803,"{2: 62, 1: 34, 0: 2, 3: 1, 4: 1}",4.72
53000,100,4,0.16093045473098755,0.0674019306898117,"{0: 94, 2: 2, 3: 1, 1: 3}",6.03
63000,100,3,0.09077004343271255,0.04226541891694069,"{0: 97, 1: 2, 2: 1}",5.86
73000,100,3,0.07681208103895187,0.026622917503118515,"{1: 97, 0: 2, 2: 1}",6.15
83000,100,3,0.05999835208058357,0.02698322758078575,"{0: 98, 1: 1, 2: 1}",6.16
93000,100,2,0.044001150876283646,0.026879431679844856,"{0: 99, 1: 1}",6.37
103000,100,2,0.07641676813364029,0.05985161289572716,"{0: 99, 1: 1}",6.30
113000,100,1,0.027269065380096436,0.027269065380096436,{0: 100},6.36
123000,100,1,0.027685603126883507,0.027685603126883507,{0: 100},6.30
133000,100,1,0.027900446206331253,0.027900446206331253,{0: 100},6.38
143000,100,1,0.02815498784184456,0.02815498784184456,{0: 100},6.25
