checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,50,6,0.7836464643478394,0.49833181500434875,"{0: 19, 1: 16, 3: 2, 4: 10, 2: 2, 5: 1}",15.14
13000,33,12,0.8469645380973816,0.47019413113594055,"{9: 1, 2: 13, 1: 4, 3: 2, 0: 4, 11: 2, 7: 1, 8: 1, 5: 2, 6: 1, 10: 1, 4: 1}",12.73
23000,23,9,0.8712130188941956,0.6061198115348816,"{0: 2, 2: 3, 5: 5, 1: 2, 6: 1, 3: 7, 4: 1, 8: 1, 7: 1}",13.33
33000,24,11,0.8677507042884827,0.6090595126152039,"{4: 3, 2: 2, 9: 1, 1: 2, 0: 7, 10: 1, 3: 3, 5: 1, 6: 2, 7: 1, 8: 1}",13.87
43000,15,5,0.7920939922332764,0.6134525537490845,"{3: 1, 0: 8, 2: 2, 4: 1, 1: 3}",13.13
53000,10,5,0.8302329182624817,0.6690120697021484,"{1: 2, 2: 2, 0: 4, 3: 1, 4: 1}",13.11
63000,8,3,0.7514982223510742,0.4984438717365265,"{0: 3, 2: 4, 1: 1}",13.16
73000,9,5,0.7915284633636475,0.4482864439487457,"{1: 2, 0: 4, 3: 1, 2: 1, 4: 1}",13.14
83000,10,6,0.8125867247581482,0.5545018911361694,"{5: 1, 0: 5, 4: 1, 3: 1, 1: 1, 2: 1}",13.17
93000,9,5,0.7933359742164612,0.4618265628814697,"{0: 4, 1: 2, 3: 1, 4: 1, 2: 1}",13.21
103000,5,4,0.8615863919258118,0.7169501781463623,"{0: 2, 3: 1, 1: 1, 2: 1}",13.25
113000,3,3,0.8944453597068787,nan,"{2: 1, 1: 1, 0: 1}",13.16
123000,2,2,0.930209219455719,nan,"{1: 1, 0: 1}",13.27
133000,2,2,0.931390643119812,nan,"{1: 1, 0: 1}",13.30
143000,2,2,0.9415291547775269,nan,"{1: 1, 0: 1}",13.24
