checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,11,5,0.824506402015686,0.5448462963104248,"{3: 2, 4: 4, 0: 2, 2: 1, 1: 2}",14.84
13000,20,4,0.7039207816123962,0.47104504704475403,"{0: 5, 1: 2, 2: 12, 3: 1}",12.15
23000,23,7,0.7587531208992004,0.43546533584594727,"{1: 2, 5: 11, 0: 4, 2: 2, 4: 1, 3: 1, 6: 2}",12.74
33000,16,4,0.7641146183013916,0.5704047679901123,"{0: 8, 2: 1, 1: 2, 3: 5}",12.84
43000,18,3,0.7298676371574402,0.5601930618286133,"{0: 10, 1: 7, 2: 1}",12.84
53000,19,4,0.7414962649345398,0.4603535234928131,"{1: 3, 3: 10, 0: 5, 2: 1}",12.84
63000,11,3,0.7046331167221069,0.3376931846141815,"{2: 1, 0: 5, 1: 5}",12.84
73000,5,1,0.32785969972610474,0.32785969972610474,{0: 5},12.84
83000,3,2,0.6749281883239746,0.11139976978302002,"{0: 2, 1: 1}",12.82
93000,5,3,0.7110511660575867,0.08752793073654175,"{2: 1, 0: 2, 1: 2}",12.89
