checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,79,4,0.6845200657844543,0.6531632542610168,"{0: 73, 2: 3, 3: 1, 1: 2}",14.97
13000,92,11,0.8029009103775024,0.5812546610832214,"{1: 33, 3: 27, 7: 1, 6: 6, 2: 2, 4: 6, 5: 4, 9: 9, 0: 2, 10: 1, 8: 1}",12.61
23000,79,11,0.7789009809494019,0.6557876467704773,"{1: 46, 3: 5, 2: 2, 0: 8, 5: 1, 4: 10, 10: 2, 6: 1, 9: 1, 8: 1, 7: 2}",13.08
33000,58,8,0.7967455983161926,0.7129514813423157,"{1: 6, 0: 36, 7: 1, 3: 2, 6: 5, 2: 4, 5: 2, 4: 2}",13.07
43000,71,12,0.8055996894836426,0.7085901498794556,"{0: 36, 6: 1, 10: 1, 1: 3, 5: 10, 8: 2, 11: 3, 4: 2, 2: 6, 3: 3, 9: 3, 7: 1}",13.09
53000,65,10,0.7162386775016785,0.48820075392723083,"{0: 39, 1: 3, 6: 5, 2: 5, 8: 3, 7: 5, 3: 2, 9: 1, 5: 1, 4: 1}",13.20
63000,79,6,0.7383724451065063,0.5658121109008789,"{0: 50, 2: 4, 1: 17, 4: 3, 3: 4, 5: 1}",13.19
73000,75,12,0.7912735939025879,0.3894369304180145,"{3: 4, 5: 4, 4: 26, 11: 6, 0: 9, 2: 5, 9: 1, 10: 3, 1: 11, 7: 1, 6: 1, 8: 4}",13.13
83000,65,12,0.8073723316192627,0.39612844586372375,"{2: 4, 8: 19, 0: 7, 1: 7, 6: 1, 5: 3, 4: 12, 3: 4, 9: 1, 10: 5, 7: 1, 11: 1}",13.17
93000,51,13,0.7959945201873779,0.35646873712539673,"{4: 3, 2: 15, 1: 14, 8: 3, 9: 2, 5: 2, 3: 3, 7: 1, 11: 1, 12: 1, 10: 2, 6: 1, 0: 3}",13.16
103000,41,12,0.7951432466506958,0.28711646795272827,"{5: 8, 4: 4, 10: 2, 2: 14, 0: 4, 9: 1, 6: 1, 3: 2, 1: 2, 11: 1, 8: 1, 7: 1}",13.18
113000,35,8,0.7620494365692139,0.37414708733558655,"{1: 16, 7: 2, 0: 8, 4: 3, 5: 1, 3: 2, 2: 2, 6: 1}",13.11
123000,30,8,0.733314573764801,0.2325303852558136,"{0: 4, 2: 8, 6: 13, 7: 1, 5: 1, 3: 1, 4: 1, 1: 1}",13.24
133000,20,5,0.6222800016403198,0.08832234889268875,"{0: 5, 1: 2, 3: 11, 2: 1, 4: 1}",13.20
143000,24,4,0.6575111746788025,0.2737991213798523,"{1: 13, 0: 9, 2: 1, 3: 1}",13.13
