checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,69,29,0.9073101282119751,0.2740345001220703,"{4: 3, 20: 1, 6: 2, 0: 4, 3: 3, 16: 1, 26: 3, 1: 12, 9: 3, 11: 7, 12: 3, 24: 1, 18: 1, 27: 1, 28: 1, 15: 1, 2: 7, 22: 1, 13: 1, 14: 2, 25: 1, 21: 1, 5: 2, 19: 1, 17: 1, 10: 1, 23: 2, 8: 1, 7: 1}",14.92
13000,94,18,0.7172401547431946,0.10716613382101059,"{3: 9, 0: 2, 12: 1, 15: 1, 13: 2, 1: 47, 5: 3, 4: 4, 9: 1, 6: 2, 10: 4, 11: 1, 8: 5, 17: 1, 2: 8, 16: 1, 7: 1, 14: 1}",12.35
23000,54,13,0.8219083547592163,0.30947089195251465,"{5: 9, 1: 21, 6: 1, 0: 4, 7: 3, 8: 3, 4: 5, 3: 2, 9: 1, 11: 1, 2: 2, 12: 1, 10: 1}",12.19
33000,20,5,0.6692922711372375,0.08009597659111023,"{3: 5, 2: 10, 1: 2, 0: 2, 4: 1}",12.11
43000,21,4,0.5216341018676758,0.027273869141936302,"{0: 7, 1: 12, 2: 1, 3: 1}",12.36
53000,13,2,0.1332283765077591,0.0,"{1: 1, 0: 12}",12.56
63000,19,2,0.4316486120223999,0.024675460532307625,"{0: 7, 1: 12}",12.53
73000,13,2,0.1369473934173584,0.0,"{1: 1, 0: 12}",12.56
83000,13,2,0.13806578516960144,0.0,"{1: 1, 0: 12}",12.56
93000,13,2,0.13537894189357758,0.0,"{1: 1, 0: 12}",12.58
103000,13,2,0.13641045987606049,0.0,"{1: 1, 0: 12}",12.57
113000,1,1,nan,nan,{0: 1},12.54
123000,1,1,nan,nan,{0: 1},12.82
133000,1,1,nan,nan,{0: 1},12.93
143000,1,1,nan,nan,{0: 1},12.57
