checkpoint_step,n_examples,num_clusters,mean_dist,mean_intra,cluster_sizes,elapsed_sec
3000,42,6,0.8091576099395752,0.6530065536499023,"{0: 16, 2: 10, 4: 5, 1: 4, 3: 6, 5: 1}",14.81
13000,59,6,0.773612916469574,0.6366149187088013,"{4: 35, 2: 9, 0: 9, 1: 4, 3: 1, 5: 1}",12.20
23000,44,4,0.7353135347366333,0.6670941710472107,"{0: 34, 2: 8, 3: 1, 1: 1}",12.25
33000,27,4,0.6795278787612915,0.5748358964920044,"{0: 21, 3: 1, 1: 2, 2: 3}",12.40
43000,34,3,0.7178646922111511,0.6413922905921936,"{0: 26, 1: 3, 2: 5}",12.56
53000,29,3,0.7258055806159973,0.644527792930603,"{0: 22, 2: 1, 1: 6}",12.64
63000,30,2,0.693845808506012,0.6265142560005188,"{0: 23, 1: 7}",12.65
73000,21,1,0.6369659304618835,0.6369659304618835,{0: 21},12.65
83000,17,1,0.6298463940620422,0.6298463940620422,{0: 17},12.76
93000,11,1,0.6588720083236694,0.6588720083236694,{0: 11},12.65
103000,8,1,0.6117509603500366,0.6117509603500366,{0: 8},12.59
113000,6,1,0.5709619522094727,0.5709619522094727,{0: 6},12.63
123000,2,1,0.4070342779159546,0.4070342779159546,{0: 2},12.70
133000,1,1,nan,nan,{0: 1},12.54
